,p_score,r_score,f1_score
0,0.9315055732800366,0.9999985294139273,0.9644877044128932
1,0.928568112256742,0.9999961538609466,0.962909467622189
2,0.8275847800262413,0.9999979166710069,0.9056091162764477
3,0.7807010695604653,0.9999988764057568,0.8767971878454291
4,0.807142568877654,0.9617017184248007,0.8776199466260836
5,0.0,0.0,0.0
6,0.7735834460689697,0.9999975609815585,0.8722893871103408
