,text,_score,_pvalue
743,gói,10.85615910930181,0.0009846771050606616
1205,méo,10.433237793363908,0.0012376757981876626
192,bi,9.939564787339268,0.0016176378928789805
329,bữa_nay,9.939564787339268,0.0016176378928789805
488,cá_nhân,9.939564787339268,0.0016176378928789805
1806,thu_hồi,9.939564787339268,0.0016176378928789805
2289,ý_kiến,9.939564787339268,0.0016176378928789805
1374,nhàu,9.939564787339268,0.0016176378928789805
982,kiểm,9.939564787339268,0.0016176378928789805
1606,quần_bobby,9.939564787339268,0.0016176378928789805
41,2018,9.939564787339268,0.0016176378928789805
2324,đáy,9.815541543026706,0.0017304331556869683
2038,tùm_lum,9.815541543026706,0.0017304331556869683
1899,tin_tưởng,9.799554896142432,0.0017455411430791542
1324,ngày,9.549036535608305,0.0020005439667693053
267,băng_keo,9.107299703264095,0.0025459143018129672
1863,thật_sự,9.107299703264095,0.0025459143018129672
1344,ngờ,8.424999999999997,0.0037009664585890873
1281,mời,8.424999999999997,0.0037009664585890873
1628,ránh,8.424999999999997,0.0037009664585890873
153,9h30,8.424999999999997,0.0037009664585890873
155,9kg8,8.424999999999997,0.0037009664585890873
1612,quốc,8.424999999999997,0.0037009664585890873
158,abbot,8.424999999999997,0.0037009664585890873
1599,quản_lí,8.424999999999997,0.0037009664585890873
1597,quá_ư,8.424999999999997,0.0037009664585890873
164,ailen,8.424999999999997,0.0037009664585890873
1550,phâmt,8.424999999999997,0.0037009664585890873
1555,phép,8.424999999999997,0.0037009664585890873
1447,niềng,8.424999999999997,0.0037009664585890873
1410,nhất_định,8.424999999999997,0.0037009664585890873
1405,nhạy,8.424999999999997,0.0037009664585890873
189,bc,8.424999999999997,0.0037009664585890873
1388,nhích,8.424999999999997,0.0037009664585890873
1326,ngày_mai,8.424999999999997,0.0037009664585890873
1363,nhiễm_khuẩn,8.424999999999997,0.0037009664585890873
1235,mẫn,8.424999999999997,0.0037009664585890873
253,bí_bách,8.424999999999997,0.0037009664585890873
1243,mặc_cảm_giác,8.424999999999997,0.0037009664585890873
296,bề,8.424999999999997,0.0037009664585890873
670,expire,8.424999999999997,0.0037009664585890873
656,dời,8.424999999999997,0.0037009664585890873
638,dằn,8.424999999999997,0.0037009664585890873
626,dơ_dáy,8.424999999999997,0.0037009664585890873
619,dùn,8.424999999999997,0.0037009664585890873
594,dssx,8.424999999999997,0.0037009664585890873
591,dr,8.424999999999997,0.0037009664585890873
325,bụi_bặm,8.424999999999997,0.0037009664585890873
577,cực_đại_l54,8.424999999999997,0.0037009664585890873
525,cơ_quan,8.424999999999997,0.0037009664585890873
519,cũ_rích,8.424999999999997,0.0037009664585890873
505,có_khi,8.424999999999997,0.0037009664585890873
496,cáu,8.424999999999997,0.0037009664585890873
344,carton,8.424999999999997,0.0037009664585890873
483,cà_ri,8.424999999999997,0.0037009664585890873
460,combos,8.424999999999997,0.0037009664585890873
404,chấm,8.424999999999997,0.0037009664585890873
385,chùi,8.424999999999997,0.0037009664585890873
378,chèn,8.424999999999997,0.0037009664585890873
680,galanty,8.424999999999997,0.0037009664585890873
295,bế_bồng,8.424999999999997,0.0037009664585890873
1233,mẩm,8.424999999999997,0.0037009664585890873
768,hao,8.424999999999997,0.0037009664585890873
1223,mùi_vị,8.424999999999997,0.0037009664585890873
1118,lặn,8.424999999999997,0.0037009664585890873
1099,lươngj,8.424999999999997,0.0037009664585890873
1060,lucen,8.424999999999997,0.0037009664585890873
992,kè_kè,8.424999999999997,0.0037009664585890873
983,kiểm_chứng,8.424999999999997,0.0037009664585890873
1674,sdt,8.424999999999997,0.0037009664585890873
978,kinh_nghiệm,8.424999999999997,0.0037009664585890873
976,kinh,8.424999999999997,0.0037009664585890873
259,bóp_méo,8.424999999999997,0.0037009664585890873
957,không_kích_ứng,8.424999999999997,0.0037009664585890873
951,khó_khăn,8.424999999999997,0.0037009664585890873
867,hấp_dẫn,8.424999999999997,0.0037009664585890873
270,bạc_màu,8.424999999999997,0.0037009664585890873
835,hì,8.424999999999997,0.0037009664585890873
829,hâm,8.424999999999997,0.0037009664585890873
822,hàng_mã,8.424999999999997,0.0037009664585890873
804,hug,8.424999999999997,0.0037009664585890873
797,hoàn_trả,8.424999999999997,0.0037009664585890873
1654,rộp,8.424999999999997,0.0037009664585890873
1414,nhận_biết,8.424999999999997,0.0037009664585890873
1957,trã,8.424999999999997,0.0037009664585890873
1758,t1,8.424999999999997,0.0037009664585890873
2048,tơi,8.424999999999997,0.0037009664585890873
101,4t,8.424999999999997,0.0037009664585890873
1962,trôi,8.424999999999997,0.0037009664585890873
2311,đoạn,8.424999999999997,0.0037009664585890873
2370,đảm_bảo_vệ_sinh,8.424999999999997,0.0037009664585890873
1970,trươcs,8.424999999999997,0.0037009664585890873
2230,xuất_xứ,8.424999999999997,0.0037009664585890873
45,2024,8.424999999999997,0.0037009664585890873
44,2021,8.424999999999997,0.0037009664585890873
2199,vừa_ý,8.424999999999997,0.0037009664585890873
2334,đít,8.424999999999997,0.0037009664585890873
1990,trị_giá,8.424999999999997,0.0037009664585890873
1845,thú_vị,8.424999999999997,0.0037009664585890873
115,600k,8.424999999999997,0.0037009664585890873
2024,tét,8.424999999999997,0.0037009664585890873
2036,tóm,8.424999999999997,0.0037009664585890873
113,5p,8.424999999999997,0.0037009664585890873
2029,tình_yêu,8.424999999999997,0.0037009664585890873
1827,thì_thôi,8.424999999999997,0.0037009664585890873
2061,tạm_thời,8.424999999999997,0.0037009664585890873
70,30k,8.424999999999997,0.0037009664585890873
2108,tự,8.424999999999997,0.0037009664585890873
1738,sẳn,8.424999999999997,0.0037009664585890873
1687,sinh_nhật,8.424999999999997,0.0037009664585890873
33,172,8.424999999999997,0.0037009664585890873
2462,ềm,8.424999999999997,0.0037009664585890873
1696,song,8.424999999999997,0.0037009664585890873
2459,ẩu,8.424999999999997,0.0037009664585890873
1955,trách_nhiệm,8.424999999999997,0.0037009664585890873
2123,vi,8.424999999999997,0.0037009664585890873
2242,xâm_nhập,8.424999999999997,0.0037009664585890873
2146,vành,8.424999999999997,0.0037009664585890873
2187,vốn_dĩ,8.424999999999997,0.0037009664585890873
1917,tiều,8.424999999999997,0.0037009664585890873
1907,tiến_hành,8.424999999999997,0.0037009664585890873
2285,ô_tô,8.424999999999997,0.0037009664585890873
2075,tặng_phẩm,8.424999999999997,0.0037009664585890873
2070,tận_tâm,8.424999999999997,0.0037009664585890873
2379,đầy_đủ,7.674872827469266,0.005599503953037783
1690,siêu,7.33733458978266,0.006753690711222802
1282,mở,7.186688612759642,0.007344639881593243
1843,thùng,7.186688612759642,0.007344639881593243
2398,để,7.163622675323908,0.007439679236306677
749,gần,7.143153878762187,0.007525069918798414
1211,mình,7.027318698858012,0.008027545918630639
2270,yên_tâm,6.9864985163204745,0.008212686260086033
1174,mong_tiki,6.543694362017803,0.010525654504794249
1165,miễn,6.543694362017803,0.010525654504794249
1361,nhiêu,6.543694362017803,0.010525654504794249
849,hông,6.543694362017803,0.010525654504794249
1833,thô,6.543694362017803,0.010525654504794249
293,bẹn,6.543694362017803,0.010525654504794249
1649,rỉ,6.543694362017803,0.010525654504794249
1645,rằng,6.543694362017803,0.010525654504794249
1621,riêng,6.543694362017803,0.010525654504794249
1715,sét,6.543694362017803,0.010525654504794249
1573,phồng,6.543694362017803,0.010525654504794249
1799,thoáng_khí,6.543694362017803,0.010525654504794249
12,11,6.543694362017803,0.010525654504794249
645,dễ_thương,6.391023738872401,0.011469886022929417
935,khuyến_mãi,6.290801186943621,0.012136617808010286
1320,nguyên,6.099044881305637,0.01352549662821986
247,bì,6.099044881305637,0.01352549662821986
162,ai,6.099044881305637,0.01352549662821986
427,chịu,6.099044881305637,0.01352549662821986
769,hay,5.888065181310666,0.015243839827318792
2355,đơn,5.639955489614245,0.017555652789834803
185,bao_giờ,5.570326409495548,0.01826735516462634
2360,đường,5.570326409495548,0.01826735516462634
1866,thế,5.239873887240357,0.022074874148946055
1232,mấy,5.120477250247277,0.0236451128814046
641,dễ,5.118232772832179,0.023675715874184638
207,bobby,5.102975501194178,0.023884837439662736
1958,trên,5.102975501194178,0.023884837439662736
2180,về,4.953222881635346,0.026042077859866623
494,cám_ơn,4.941531313446821,0.026218798380807706
1747,sờ,4.899777448071216,0.026860156901254106
642,dễ_chịu,4.762102585841458,0.029092987958264108
1768,tem,4.762102585841458,0.029092987958264108
2174,vận_chuyển,4.730323201539817,0.02963531593035102
1173,mong,4.683643629750167,0.030451094916356912
359,cho,4.602127107596784,0.031932313572709134
2189,vời,4.553649851632048,0.03284865313086995
2080,tỉnh,4.553649851632048,0.03284865313086995
168,an_toàn,4.553649851632048,0.03284865313086995
367,chuyên_nghiệp,4.553649851632048,0.03284865313086995
536,cải_thiện,4.553649851632048,0.03284865313086995
1730,sản_phẩm_giá,4.553649851632048,0.03284865313086995
572,cửa_hàng,4.366561572700296,0.036650876632766186
2349,đúng,4.338526211671615,0.03725916217549387
600,dài_dài,4.260682492581601,0.03900424798328515
1131,lớp,4.077467853610285,0.04345873925985375
2030,tí,3.96410237388724,0.04648029714217925
1746,sớm,3.96410237388724,0.04648029714217925
429,chống,3.96410237388724,0.04648029714217925
817,hàng,3.957872956304173,0.04665261826669772
1300,ngay,3.8576550798360882,0.04951949182469117
2377,đầy,3.8576550798360882,0.04951949182469117
1508,nữa,3.8393552738063117,0.05006276822878339
944,khách,3.838674579624133,0.05008309744844442
1525,pamper,3.7982195845697335,0.05130711145246448
2176,vậy,3.793812450796343,0.051442352345065945
2361,được,3.786353271903793,0.051672110606898934
2064,tả,3.771131169698759,0.05214435786180191
2327,đã,3.6574517804154296,0.05581894301407857
2446,ướt,3.560830860534125,0.059158121038905186
549,cẩn_thận,3.540223699526204,0.05989738249075975
2074,tặng,3.5238935907353746,0.06049018574743382
433,chỗ,3.4932492581602372,0.06161952954906856
1928,to,3.4421364985163208,0.06355345943632768
1741,sẽ,3.302568086131092,0.06917166172361146
2452,ấm,3.2718471810089014,0.07047822512544291
2160,vùng,3.2718471810089014,0.07047822512544291
811,huỷ,3.2718471810089014,0.07047822512544291
827,háng,3.2718471810089014,0.07047822512544291
435,chớp,3.2718471810089014,0.07047822512544291
2237,xác_nhận,3.2718471810089014,0.07047822512544291
437,chờ_đợi,3.2718471810089014,0.07047822512544291
290,bắt_mắt,3.2718471810089014,0.07047822512544291
2369,đảm_bảo_an_toàn,3.2718471810089014,0.07047822512544291
713,giải_quyết,3.2718471810089014,0.07047822512544291
699,giao_hành,3.2718471810089014,0.07047822512544291
557,cố_gắng,3.2718471810089014,0.07047822512544291
576,cực_đại,3.2718471810089014,0.07047822512544291
579,dai,3.2718471810089014,0.07047822512544291
2333,đính,3.2718471810089014,0.07047822512544291
593,dry,3.2718471810089014,0.07047822512544291
56,25,3.2718471810089014,0.07047822512544291
2260,xếp,3.2718471810089014,0.07047822512544291
2310,đk,3.2718471810089014,0.07047822512544291
1673,sd,3.2718471810089014,0.07047822512544291
254,bít,3.2718471810089014,0.07047822512544291
1149,max,3.2718471810089014,0.07047822512544291
1208,mép,3.2718471810089014,0.07047822512544291
1212,móc,3.2718471810089014,0.07047822512544291
1890,tia,3.2718471810089014,0.07047822512544291
1287,nam,3.2718471810089014,0.07047822512544291
1096,lưng_thun,3.2718471810089014,0.07047822512544291
202,biệt,3.2718471810089014,0.07047822512544291
1074,làm_ăn_không,3.2718471810089014,0.07047822512544291
1620,review,3.2718471810089014,0.07047822512544291
1356,nhanh_nhẹn,3.2718471810089014,0.07047822512544291
1838,thông_minh,3.2718471810089014,0.07047822512544291
1001,kì_vậy,3.2718471810089014,0.07047822512544291
1821,thâm,3.2718471810089014,0.07047822512544291
1390,nhóc,3.2718471810089014,0.07047822512544291
1393,nhăn,3.2718471810089014,0.07047822512544291
1638,rút,3.2718471810089014,0.07047822512544291
118,62,3.2718471810089014,0.07047822512544291
1406,nhạy_cảm,3.2718471810089014,0.07047822512544291
1617,ra_mắt,3.2718471810089014,0.07047822512544291
258,bóc,3.2718471810089014,0.07047822512544291
1782,thay_đổi,3.2718471810089014,0.07047822512544291
1774,thanh,3.2718471810089014,0.07047822512544291
2100,tờ,3.2718471810089014,0.07047822512544291
122,6k,3.2718471810089014,0.07047822512544291
898,hợp_tác,3.2718471810089014,0.07047822512544291
165,ak,3.2718471810089014,0.07047822512544291
2130,việt,3.2718471810089014,0.07047822512544291
1442,nilon,3.2665182987141446,0.07070754031653442
2135,vote,3.2665182987141446,0.07070754031653442
1570,phẩm_chất_lượng,3.2665182987141446,0.07070754031653442
431,chồng,3.2665182987141446,0.07070754031653442
276,bảo_quản,3.2665182987141446,0.07070754031653442
1724,sạch_sẽ,3.2665182987141446,0.07070754031653442
2155,vô,3.2665182987141446,0.07070754031653442
236,bây_giờ,3.2665182987141446,0.07070754031653442
2063,tạp_hóa,3.2665182987141446,0.07070754031653442
977,kinh_khủng,3.2665182987141446,0.07070754031653442
2181,vệ_sinh,3.2665182987141446,0.07070754031653442
990,ko,3.2537537091988122,0.0712600894714908
2129,việc,3.220130833558133,0.07273781609619011
2168,vấn_đề,3.220130833558133,0.07273781609619011
943,khác,3.134821807061104,0.07663676105057461
2325,đâu,3.086053412462909,0.07896611693915385
2338,đó,3.086053412462909,0.07896611693915385
704,giá_thành,3.0035640562508052,0.08308156495543384
1909,tiếp,2.998814822664972,0.0833254510779985
711,giúp,2.9917263047652303,0.08369090547646638
1464,này,2.8861001926568908,0.08934695791608677
764,gửi,2.8486646884272995,0.0914498637790676
567,của,2.677653652954752,0.10176556914897986
1560,phù_hợp,2.6620425321463905,0.1027686896813005
2117,uống,2.659724844888049,0.10291853682007265
474,cung_cấp,2.6199369436201785,0.10552863425154846
1668,sao,2.560626854599407,0.10955513584599079
2322,đánh_giá,2.5591163864160893,0.10965985919400409
1977,trả,2.5591163864160893,0.10965985919400409
1241,mặc,2.5588335037279,0.10967948416715048
1846,thơm,2.499483105197664,0.11388367055374447
2037,tôi,2.4628635014836804,0.11656610509014353
1526,pampers,2.444481102608152,0.11793888001262959
1719,sơ,2.381051292920729,0.12281487219425444
1954,trào,2.381051292920729,0.12281487219425444
794,hoàn,2.381051292920729,0.12281487219425444
605,dám,2.381051292920729,0.12281487219425444
1865,thẻ,2.381051292920729,0.12281487219425444
1024,kỹ_càng,2.381051292920729,0.12281487219425444
1108,lấy,2.3738872403560833,0.12337948540150728
1346,ngủ,2.3738872403560833,0.12337948540150728
1742,số,2.3738872403560833,0.12337948540150728
422,chỉ,2.2973056379821952,0.12959863686797032
2143,và,2.2774318502305504,0.1312690780326955
2233,xxl,2.255192878338279,0.1331668626818249
1180,moony,2.255192878338279,0.1331668626818249
1312,ngon,2.2355433976261123,0.13486920231874258
201,biết,2.2215144440565546,0.13609949807830118
2422,đổi,2.2145647873392673,0.1367136108581034
307,bịch,2.1872403560830853,0.13915844502262656
2039,túi,2.1845384975792594,0.13940284367020986
1145,mang,2.1845384975792594,0.13940284367020986
1511,oke,2.1604801726463454,0.14160043489213578
1791,thiếu,2.1364985163204753,0.1438298493850276
1862,thật,2.1303412462908007,0.1444086037791192
1869,thế_nào,2.1303412462908007,0.1444086037791192
2470,ủng_hộ,2.0923083491663634,0.14804223411313988
1252,mềm,2.039738087647449,0.1532360285387123
539,cảm_giác,2.0178041543026706,0.15546381681958452
391,chút,2.0178041543026706,0.15546381681958452
260,bông,1.9990311123100444,0.15739979172960852
2332,đêm,1.9196776369031558,0.16589220180580644
985,kiểm_tra,1.8991097922848668,0.16817799544794743
373,chán,1.8991097922848668,0.16817799544794743
2041,túi_tiền,1.8991097922848668,0.16817799544794743
1106,lại,1.8931766359518964,0.16884406331437563
1193,màu,1.8903213093471813,0.1691656856053418
1230,mất,1.8592878338278926,0.17270701694964063
684,ghi,1.8592878338278926,0.17270701694964063
2077,tệ,1.8592878338278926,0.17270701694964063
1222,mùi,1.7848549755506327,0.18155429173686904
1881,thứ,1.782255671484637,0.18187258675079937
2099,tới,1.78048411913397,0.18208989063429892
275,bảo,1.7804154302670625,0.18209832226930886
1418,nhật,1.7804154302670625,0.18209832226930886
357,chiều,1.7804154302670625,0.18209832226930886
1824,thân_thiện,1.7804154302670625,0.18209832226930886
717,giảm_giá,1.7751876418223076,0.18274136837625185
252,bí,1.7466246290801186,0.18630162678583423
486,cào,1.7466246290801186,0.18630162678583423
1091,lúc_nào,1.7466246290801186,0.18630162678583423
2404,địa_chỉ,1.7466246290801186,0.18630162678583423
845,hôi,1.7466246290801186,0.18630162678583423
782,hiện_tại,1.7466246290801186,0.18630162678583423
548,cẩn,1.7466246290801186,0.18630162678583423
712,giả,1.7466246290801186,0.18630162678583423
1301,nghe,1.7466246290801186,0.18630162678583423
602,dành,1.7466246290801186,0.18630162678583423
2089,tốt,1.7384549789004375,0.18733471024718018
6,10,1.7276441288681643,0.18871204389160542
986,kiểu,1.7276441288681643,0.18871204389160542
416,chắc_chắn,1.7182063095424025,0.18992409611105435
462,con,1.6866468842729974,0.19404357402317485
2326,đây,1.6748986152324439,0.19560368795592184
1884,thử,1.6748986152324439,0.19560368795592184
490,cách,1.661721068249258,0.19737110882269324
16,12,1.661721068249258,0.19737110882269324
542,cảm_thấy,1.661721068249258,0.19737110882269324
763,gỡ,1.6332591493570723,0.20125285440413754
368,chuyến,1.6332591493570723,0.20125285440413754
1566,phản_ánh,1.6332591493570723,0.20125285440413754
112,5kg,1.6332591493570723,0.20125285440413754
2196,vừa_rồi,1.6332591493570723,0.20125285440413754
744,góp_ý,1.6332591493570723,0.20125285440413754
1822,thân,1.6332591493570723,0.20125285440413754
785,hnay,1.6332591493570723,0.20125285440413754
913,keo,1.6332591493570723,0.20125285440413754
2050,tư_vấn,1.6332591493570723,0.20125285440413754
2244,xét,1.6332591493570723,0.20125285440413754
1377,nhân_dịp,1.6332591493570723,0.20125285440413754
2277,áp,1.6332591493570723,0.20125285440413754
1530,pha,1.6332591493570723,0.20125285440413754
798,hoá_đơn,1.6332591493570723,0.20125285440413754
806,huggie,1.6332591493570723,0.20125285440413754
1671,sau_này,1.6332591493570723,0.20125285440413754
826,hành,1.6332591493570723,0.20125285440413754
1553,phân_phối,1.6332591493570723,0.20125285440413754
358,chiều_hôm,1.6332591493570723,0.20125285440413754
965,khắc_phục,1.6332591493570723,0.20125285440413754
2211,xem_xét,1.6332591493570723,0.20125285440413754
1877,thời_điểm,1.6332591493570723,0.20125285440413754
152,9h,1.6332591493570723,0.20125285440413754
756,gọn_gàng,1.6332591493570723,0.20125285440413754
1487,nấy,1.6332591493570723,0.20125285440413754
2177,vậy_mà,1.6332591493570723,0.20125285440413754
394,chăm_sóc,1.6332591493570723,0.20125285440413754
2186,vốn,1.6332591493570723,0.20125285440413754
584,dc,1.6332591493570723,0.20125285440413754
2450,ảnh_hưởng,1.6332591493570723,0.20125285440413754
653,dịu,1.6332591493570723,0.20125285440413754
864,hạt,1.6332591493570723,0.20125285440413754
1335,ngạc_nhiên,1.6332591493570723,0.20125285440413754
25,14kg,1.6332591493570723,0.20125285440413754
2003,tui,1.6332591493570723,0.20125285440413754
265,băng,1.6332591493570723,0.20125285440413754
725,giống,1.6292404090716408,0.20180814284035836
1114,lắm,1.6213424074312999,0.20290470958384332
272,bạn,1.574913098770665,0.20949494481768424
1186,muốn,1.5683234421364987,0.21045065767929214
1785,theo,1.5683234421364987,0.21045065767929214
2437,ơi,1.5430267062314544,0.21416784768922337
2113,unidry,1.5430267062314544,0.21416784768922337
1305,nghĩ,1.5430267062314544,0.21416784768922337
406,chất,1.5430267062314544,0.21416784768922337
428,chọn,1.5430267062314544,0.21416784768922337
1247,mặt,1.5430267062314544,0.21416784768922337
2424,độ,1.5430267062314544,0.21416784768922337
893,hộp,1.5299469533758785,0.21612040626719567
445,chứ,1.4626139253921155,0.22651467543285753
1646,rẻ,1.4544228399881993,0.22781959418289138
1203,mãi,1.4243323442136497,0.23269163464900894
949,khó,1.4243323442136497,0.23269163464900894
1156,merries,1.4243323442136497,0.23269163464900894
1776,thanh_toán,1.4243323442136497,0.23269163464900894
1844,thú,1.4243323442136497,0.23269163464900894
963,khăn,1.4243323442136497,0.23269163464900894
364,chun,1.4243323442136497,0.23269163464900894
2172,vẫn,1.4012548289569446,0.23651358434998201
1778,thanks,1.3944658753709192,0.23765236563194295
2376,đầu_tiên,1.3944658753709192,0.23765236563194295
765,hai,1.3944658753709192,0.23765236563194295
1856,thất_vọng,1.3923590504451033,0.23800711618113185
1677,ship,1.3923590504451033,0.23800711618113185
1600,quảng_cáo,1.3578662490383564,0.24390762179288242
895,hợp,1.3445845697329375,0.246227085464246
1162,miếng,1.3417102549917006,0.24673258638219148
575,cực_kỳ,1.3298624224440245,0.24882969444505693
1496,nếu,1.32736646884273,0.24927426658769009
2431,đợt,1.32736646884273,0.24927426658769009
2308,điện,1.305637982195846,0.25318594369391867
887,hồng,1.305637982195846,0.25318594369391867
1473,nó,1.305637982195846,0.25318594369391867
2256,xấu,1.305637982195846,0.25318594369391867
1411,nhầm,1.305637982195846,0.25318594369391867
245,bên,1.301294757665677,0.2539768566194345
398,chưa,1.2944939593047893,0.255221419996833
531,cạnh_tranh,1.2795581932080446,0.25798119794490787
968,khỏi,1.2795581932080446,0.25798119794490787
614,dính,1.2795581932080446,0.25798119794490787
2197,vừa_vặn,1.2795581932080446,0.25798119794490787
2107,từng,1.2795581932080446,0.25798119794490787
2144,vài,1.2795581932080446,0.25798119794490787
2209,xem,1.2795581932080446,0.25798119794490787
547,cần,1.254191394658754,0.26275345095002167
1362,nhiều,1.2225680168746198,0.2688572658348237
2193,vừa,1.2027622621748997,0.2727702892581668
1506,nội_địa,1.1869436201780417,0.2759469323344136
727,giới_thiệu,1.1869436201780417,0.2759469323344136
2204,xanh,1.1869436201780417,0.2759469323344136
1557,phía,1.1869436201780417,0.2759469323344136
145,8kg,1.1869436201780417,0.2759469323344136
169,an_tâm,1.1869436201780417,0.2759469323344136
2167,vải,1.1869436201780417,0.2759469323344136
607,dáng,1.1517181008902075,0.2831897795860108
1933,toàn,1.1517181008902075,0.2831897795860108
2296,đang,1.1517181008902075,0.2831897795860108
1102,lượng,1.1517181008902075,0.2831897795860108
937,khuyến_mại,1.1517181008902075,0.2831897795860108
371,chuẩn,1.145470873028268,0.2844992654378493
1947,trong,1.1302530982719505,0.28772135901426343
1271,một,1.1151593342794475,0.29096316723817073
2340,đóng_gói,1.1150634941113566,0.29098389990340123
1004,kích_thước,1.1070569079112818,0.29272260734781497
1643,rất,1.0766119297892691,0.2994567286919732
609,dây,1.0682492581602376,0.30134123197949925
1416,nhập,1.0682492581602376,0.30134123197949925
2059,tại_sao,1.0682492581602376,0.30134123197949925
1488,nắp,1.0682492581602376,0.30134123197949925
1896,tin,1.0682492581602376,0.30134123197949925
1908,tiếng,1.0682492581602376,0.30134123197949925
1268,mồ_hôi,1.0682492581602376,0.30134123197949925
896,hợp_lí,1.0682492581602376,0.30134123197949925
2412,đồ_chơi,1.0682492581602376,0.30134123197949925
1128,lỗi,1.0682492581602376,0.30134123197949925
399,chương_trình,1.0505965628090996,0.30536973310251014
1568,phần,1.0505965628090996,0.30536973310251014
568,cứ,1.0505965628090996,0.30536973310251014
1250,mẹ,1.040454490401502,0.3077157930297097
2375,đầu,0.9697411803494894,0.3247447362486412
836,hình,0.9529245204162664,0.32897600133333094
1407,nhất,0.9510030963746616,0.329464099144383
515,cùng,0.9510030963746616,0.329464099144383
1158,minh,0.9495548961424334,0.3298326205443034
2097,tổng_đài,0.9495548961424334,0.3298326205443034
1221,mùa,0.9495548961424334,0.3298326205443034
2430,đợi,0.9495548961424334,0.3298326205443034
1635,rõ,0.9495548961424334,0.3298326205443034
1,01,0.9495548961424334,0.3298326205443034
369,chuyển,0.9495548961424334,0.3298326205443034
2351,đăng,0.9495548961424334,0.3298326205443034
1286,mức,0.9495548961424334,0.3298326205443034
1906,tiếc,0.9495548961424334,0.3298326205443034
2007,tuyệt,0.9495548961424334,0.3298326205443034
1937,trading,0.9495548961424334,0.3298326205443034
498,cân_nhắc,0.9495548961424334,0.3298326205443034
924,kho,0.9495548961424334,0.3298326205443034
1888,thực_tế,0.9495548961424334,0.3298326205443034
814,hài,0.9495548961424334,0.3298326205443034
1051,lock,0.9495548961424334,0.3298326205443034
997,kéo,0.9495548961424334,0.3298326205443034
964,khả_năng,0.9495548961424334,0.3298326205443034
337,canh,0.9495548961424334,0.3298326205443034
537,cải_tiến,0.9296439169139463,0.33495547013937543
755,gọn,0.9296439169139463,0.33495547013937543
1636,rõ_ràng,0.9296439169139463,0.33495547013937543
2386,đặc_biệt,0.9296439169139463,0.33495547013937543
2004,tuy,0.9296439169139463,0.33495547013937543
560,cồng_kềnh,0.9296439169139463,0.33495547013937543
